method,budget,id,latent_nearest_L_cosine_distance,latent_nearest_L_cosine_distance_pool_percentile,morgan_nearest_L_max_tanimoto,morgan_nearest_L_max_tanimoto_pool_percentile,morgan_novelty,morgan_novelty_pool_percentile,scaffold_novelty,scaffold_novelty_pool_percentile,heavy_atom_count,heavy_atom_count_pool_percentile,molecular_weight,molecular_weight_pool_percentile,gradient_norm,gradient_norm_pool_percentile
random,333,3828,0.05821551153099591,94.71317452600874,0.8125,95.60038891589694,0.1875,4.3996110841030625,0.0,29.423918327661642,39.0,98.60233349538163,571.2110000000001,99.10063198833252,383.76110213582876,42.54982984929509
random,333,1476,0.0311927029346295,71.8886728245017,0.4599999785423279,37.882839086047646,0.5400000214576721,62.11716091395236,1.0,79.42391832766165,22.0,61.95916383082158,296.322,56.951871657754005,382.3650737962524,42.331064657267866
random,333,2619,0.05674586649501501,94.00826446280992,0.5,46.12299465240642,0.5,53.87700534759359,0.0,29.423918327661642,16.0,22.593582887700535,213.324,18.49781234807973,202.8486087537763,5.578512396694215
random,333,1289,0.019357883471537107,50.91152163344677,0.2982456088066101,8.033543996110842,0.7017543911933899,91.96645600388916,0.0,29.423918327661642,21.0,56.29557608167234,288.343,52.77102576567817,234.5069948911952,10.439961108410307
random,333,939,0.006420340621853038,19.312105007292175,0.6304347515106201,69.26349052017501,0.3695652186870575,30.736509479824985,0.0,29.423918327661642,19.0,43.2912007778318,256.324,38.69713174526009,781.6035635627746,90.94555177442878
random,333,1621,0.04188833229427247,84.23675255226057,0.3500000238418579,17.245989304812834,0.6499999761581421,82.75401069518716,0.0,29.423918327661642,17.0,28.889158969372875,258.701,39.79095770539621,248.80728213311983,13.356830335439962
random,333,2540,0.018376257106919258,48.89402041808459,0.3518518805503845,17.634905201750122,0.6481481194496155,82.36509479824988,1.0,79.42391832766165,20.0,49.939231891103546,285.77399999999994,51.713660670879925,552.2784688393383,71.08653378706855
random,333,1731,0.013017461911304484,36.01118133203695,0.7560975551605225,89.01312591152163,0.24390244483947754,10.986874088478366,0.0,29.423918327661642,16.0,22.593582887700535,215.22699999999998,18.911035488575596,775.1144890941883,90.60525036460866
random,333,2704,0.02281374185450291,57.81477880408362,0.3333333134651184,14.110354885755955,0.6666666865348816,85.88964511424405,1.0,79.42391832766165,18.0,36.193485658726296,243.26200000000003,31.818181818181817,732.6895796439634,88.29606222654351
random,333,3159,0.030459043987111523,70.64900340301409,0.292682945728302,6.988332523091881,0.707317054271698,93.01166747690812,1.0,79.42391832766165,41.0,99.51385512882838,622.5840000000002,99.623237724842,883.2278435167477,94.83471074380165
random,333,2263,0.04572409219164053,87.39669421487604,0.7222222089767456,83.5683033543996,0.2777777910232544,16.43169664560039,0.0,29.423918327661642,22.0,61.95916383082158,323.41400000000004,67.20952843947497,332.0344006034919,32.00048614487117
random,333,3874,0.010546614711785085,30.007292173067572,0.36538463830947876,20.004861448711715,0.6346153616905212,79.99513855128828,0.0,29.423918327661642,21.0,56.29557608167234,282.38300000000004,50.72921730675741,234.51000197117986,10.464268351968887
random,333,710,0.010771741465040119,30.614973262032088,0.3913043737411499,25.036460865337872,0.6086956262588501,74.96353913466213,1.0,79.42391832766165,12.0,4.071463296062226,164.20399999999998,2.7224112785610113,947.3841273249369,96.41468157510938
random,333,4474,0.04915130205410023,89.77880408361692,0.24137932062149048,1.3247447739426348,0.7586206793785095,98.67525522605737,1.0,79.42391832766165,31.0,90.39863879436072,438.6610000000002,90.64171122994652,324.1378552134155,29.958677685950413
random,333,4063,0.0023088766251602166,8.835683033543997,0.529411792755127,51.64073894020418,0.47058823704719543,48.35926105979582,0.0,29.423918327661642,22.0,61.95916383082158,301.43,59.15167719980554,356.19333127319555,37.10500729217307
random,333,933,0.02155562847509429,55.408361691784144,0.44680851697921753,35.500729217306755,0.5531914830207825,64.49927078269324,1.0,79.42391832766165,18.0,36.193485658726296,244.246,32.109868740884785,605.7049736486133,77.91686922702965
random,333,2128,0.015073720007953484,40.84832280019446,0.5522388219833374,55.03159941662615,0.447761207818985,44.96840058337385,0.0,29.423918327661642,30.0,88.79436071949442,439.4550000000001,90.69032571706369,309.92218610458104,27.211959163830823
random,333,2111,0.004947707303761484,16.103548857559552,0.5263158082962036,51.105979581915406,0.4736842215061188,48.89402041808459,0.0,29.423918327661642,20.0,49.939231891103546,291.416,54.93437044239183,326.11748369430484,30.42051531356344
random,333,2195,0.0393174236919932,81.49003403014098,0.644444465637207,71.24453087019931,0.35555556416511536,28.75546912980068,0.0,29.423918327661642,24.0,71.0379192999514,339.822,72.55712202236266,409.46188131698534,47.119591638308215
random,365,4181,0.007481452231946406,23.089171974522294,0.6969696879386902,78.67466927976481,0.3030303120613098,21.32533072023518,0.0,30.05879470847624,15.0,17.1484566389025,210.22899999999998,16.92797648211661,1265.91111087437,97.66046055854973
random,365,1153,0.02271163827176459,63.853503184713375,0.2857142686843872,4.507594316511514,0.7142857313156128,95.49240568348849,1.0,80.05879470847623,21.0,56.295933365997065,297.338,57.202351788339044,313.5229161344598,11.37922586967173
random,365,3748,0.0006217586642933703,1.6536011758941693,0.7213114500045776,82.21460068593827,0.2786885201931,17.785399314061735,0.0,30.05879470847624,31.0,90.40911317981382,461.47600000000017,93.74081332680059,628.3869403417,59.3704066634003
random,365,2398,0.012785020318385798,38.17981381675649,0.5111111402511597,45.051445369916706,0.4888888895511627,54.948554630083294,0.0,30.05879470847624,18.0,36.21999020088192,242.24900000000002,31.259186673199412,776.3586521283346,75.6124448799608
random,365,871,0.013622001929271765,40.335619794218516,0.3500000238418579,15.017148456638902,0.6499999761581421,84.9828515433611,1.0,80.05879470847623,20.0,49.95100440960314,299.754,58.035276825085745,247.4539494352793,4.1278784909358155
random,365,3400,0.0586306713307605,98.02792748652621,0.6764705777168274,75.04899559039686,0.3235294222831726,24.951004409603136,0.0,30.05879470847624,16.0,22.648211660950516,216.32399999999998,19.463498285154333,673.3391737270141,64.66193042626163
random,365,2469,0.004635974564811685,14.171974522292993,0.800000011920929,94.21852033317002,0.20000000298023224,5.781479666829985,0.0,30.05879470847624,32.0,92.23419892209701,439.9420000000002,90.91131798138167,753.3297269811911,73.53013228809408
random,365,317,0.007383325365226456,22.9421852033317,0.761904776096344,89.30671239588438,0.2380952388048172,10.69328760411563,1.0,80.05879470847623,20.0,49.95100440960314,286.396,51.88633023027928,883.2929420738695,84.52964233219011
random,365,1254,0.021663595936783575,61.91817736403724,0.6363636255264282,68.29985301322881,0.3636363744735718,31.700146986771188,0.0,30.05879470847624,22.0,61.93042626163645,327.1839999999999,68.10387065164136,1014.2211084847656,91.31553160215581
random,365,1900,0.03267761830123417,80.85497305242528,0.43396228551864624,29.507594316511515,0.5660377144813538,70.49240568348849,1.0,80.05879470847623,24.0,71.00685938265556,332.27700000000004,69.7452229299363,821.9180546972605,79.43410093091622
random,365,1773,0.020921964094844037,60.25232729054385,0.574999988079071,57.141107300342966,0.42500001192092896,42.858892699657034,0.0,30.05879470847624,14.0,12.212150906418422,189.30200000000002,8.929446349828515,396.6071113193134,24.020088192062712
random,365,2720,0.00788971931469562,24.3875551200392,0.6170212626457214,65.10289073983341,0.38297873735427856,34.89710926016659,0.0,30.05879470847624,25.0,75.0857422831945,327.38300000000004,68.25085742283194,749.7828650793986,73.16266536011759
random,365,1607,0.022207128424239775,62.898089171974526,0.5116279125213623,45.22292993630573,0.4883720874786377,54.77707006369427,1.0,80.05879470847623,15.0,17.1484566389025,208.257,15.813326800587946,307.0650831199588,10.497305242528173
random,365,2185,0.02473572718319239,68.26310632043116,0.30909091234207153,7.6923076923076925,0.6909090876579285,92.3076923076923,1.0,80.05879470847623,21.0,56.295933365997065,278.351,49.093581577658014,1043.7508074167959,92.63841254287114
random,365,3216,0.0008777356903240108,2.46202841744243,1.0,99.09358157765801,0.0,0.9064184223419891,0.0,30.05879470847624,14.0,12.212150906418422,192.258,10.215580597746204,387.7840361096396,22.795198432141106
random,365,3116,0.047442848810253735,94.2062714355708,0.44615381956100464,31.66340029397354,0.5538461804389954,68.33659970602646,0.0,30.05879470847624,27.0,82.30034296913277,381.4970000000001,82.38608525232729,459.16937591956287,33.329250367466926
random,365,1000,0.017351804690295736,50.722684958353746,0.6458333730697632,69.70847623713865,0.3541666567325592,30.291523762861345,1.0,80.05879470847623,21.0,56.295933365997065,300.423,58.57422831945125,900.2984569734988,85.6810387065164
random,365,1569,0.016709916619709442,48.640372366487014,0.6785714626312256,75.31847133757962,0.3214285671710968,24.681528662420384,0.0,30.05879470847624,17.0,28.93189612934836,227.30700000000002,24.96325330720235,668.7851733876334,64.19647231749143
random,365,3330,0.04645001556196027,93.71631553160216,0.476190447807312,37.46937775600196,0.523809552192688,62.53062224399804,1.0,80.05879470847623,20.0,49.95100440960314,284.431,51.15139637432631,249.9372854587804,4.421852033317002
random,365,4130,0.04130248547053561,90.1641352278295,0.5692307949066162,55.609995100440955,0.4307692348957062,44.39000489955904,1.0,80.05879470847623,30.0,88.82900538951495,414.5700000000001,87.54287114159726,392.44209675622574,23.40764331210191
random,365,2976,0.015219581475579003,44.524742773150415,0.7592592239379883,88.98824105830475,0.24074074625968933,11.011758941695247,0.0,30.05879470847624,30.0,88.82900538951495,414.8480000000001,87.64086232239099,584.2717949571439,52.75600195982362
random,365,1304,0.0012200041716572407,3.7604115629593338,0.686274528503418,76.64135227829495,0.3137255012989044,23.358647721705047,1.0,80.05879470847623,21.0,56.295933365997065,282.295,50.48995590396864,398.697615729082,24.338559529642332
random,365,4399,0.00201997573679924,6.528662420382165,0.6888889074325562,77.2170504654581,0.31111112236976624,22.782949534541892,0.0,30.05879470847624,24.0,71.00685938265556,352.73900000000003,76.59235668789809,1015.03043281403,91.3890249877511
random,365,3502,0.0013836099369711752,4.3728564429201375,0.4615384340286255,34.62763351298383,0.5384615659713745,65.37236648701617,0.0,30.05879470847624,21.0,56.295933365997065,366.2360000000001,79.37285644292014,979.6230888704595,89.96815286624204
random,365,533,0.015449241668893166,45.4311611954924,0.25641024112701416,1.874081332680059,0.7435897588729858,98.12591866731995,0.0,30.05879470847624,16.0,22.648211660950516,221.34399999999994,21.63155316021558,318.741596476582,12.18765311121999
random,365,1020,0.009717996754971092,29.89955903968643,0.6792452931404114,75.3797158255757,0.3207547068595886,24.6202841744243,0.0,30.05879470847624,21.0,56.295933365997065,346.26800000000003,74.63253307202352,1085.7540274451442,94.18177364037237
random,365,4452,0.02916496439163918,76.15139637432631,0.5,42.858892699657034,0.5,57.141107300342966,0.0,30.05879470847624,20.0,49.95100440960314,266.38800000000003,43.50808427241548,452.213968033712,32.44732974032337
random,365,2916,0.01998557962855374,57.38608525232729,0.3692307472229004,17.85889269965703,0.6307692527770996,82.14110730034297,1.0,80.05879470847623,32.0,92.23419892209701,472.6320000000002,94.32876041156297,549.730800869541,46.99902008819206
random,365,3226,0.008180789101445929,25.489955903968642,0.32692307233810425,10.779029887310141,0.6730769276618958,89.22097011268986,1.0,80.05879470847623,20.0,49.95100440960314,330.225,68.98579127878492,1125.5931065472691,95.33317001469868
random,365,3850,0.0027341728354461914,8.806957373836354,0.25333333015441895,1.5311121999020088,0.746666669845581,98.46888780009799,1.0,80.05879470847623,24.0,71.00685938265556,344.57100000000014,74.0813326800588,932.8738257720624,87.61636452719254
random,365,767,0.006529900977820358,19.904458598726116,0.6071428656578064,63.11856932876041,0.3928571343421936,36.88143067123959,0.0,30.05879470847624,21.0,56.295933365997065,346.2680000000001,74.65703086722195,1076.7192595838496,93.91229789318962
random,365,3603,0.014955198299726802,43.88780009799118,0.5416666269302368,50.89416952474277,0.4583333432674408,49.10583047525723,1.0,80.05879470847623,19.0,43.31210191082803,270.25,45.10044096031357,1333.7424415787552,98.39539441450269
random,397,2710,0.04014630192903679,71.69135802469135,0.609375,61.98765432098765,0.390625,38.01234567901234,0.0,31.17283950617284,34.0,95.64197530864197,453.53800000000007,92.50617283950618,489.05193067967144,37.71604938271605
random,397,282,0.010532677634438214,23.91358024691358,0.5961538553237915,59.123456790123456,0.4038461446762085,40.876543209876544,0.0,31.17283950617284,25.0,75.04938271604938,336.52299999999997,71.58024691358025,479.53449803043935,36.48148148148148
random,397,1674,0.015215695353687941,32.95061728395062,0.6274509429931641,65.22222222222223,0.37254902720451355,34.77777777777778,1.0,81.17283950617285,24.0,70.98765432098766,318.33200000000005,65.55555555555556,380.93479022797146,18.728395061728396
random,397,4093,0.02603039190631362,51.22222222222222,0.27272725105285645,3.0123456790123457,0.7272727489471436,96.98765432098766,1.0,81.17283950617285,27.0,82.2962962962963,443.321,91.25925925925927,349.9406164249445,13.790123456790123
random,397,4480,0.008564847816878829,19.074074074074073,0.4878048896789551,37.54320987654321,0.5121951103210449,62.456790123456784,1.0,81.17283950617285,15.0,17.209876543209877,231.31699999999998,26.469135802469136,288.9801362958712,5.345679012345679
random,397,4062,0.005213899004119837,11.88888888888889,0.6829268336296082,74.4320987654321,0.31707316637039185,25.567901234567902,0.0,31.17283950617284,25.0,75.04938271604938,332.399,70.0246913580247,426.9053248862921,27.0
random,397,711,0.001642170912525165,3.8641975308641974,0.75,85.96296296296296,0.25,14.037037037037036,0.0,31.17283950617284,12.0,4.074074074074074,164.20399999999998,2.7037037037037037,1160.765014347975,93.22222222222221
random,397,1183,0.0642306117335042,92.65432098765433,0.6507936716079712,69.1358024691358,0.3492063581943512,30.864197530864196,0.0,31.17283950617284,34.0,95.64197530864197,453.5380000000002,92.54320987654322,452.1710520190104,31.839506172839506
random,397,873,0.004044160245634476,9.320987654320987,0.6274509429931641,65.22222222222223,0.37254902720451355,34.77777777777778,0.0,31.17283950617284,22.0,61.88888888888889,316.4220000000001,64.69135802469135,1124.2761106891742,92.06172839506172
random,397,2393,0.04168667767457257,73.46913580246913,0.5,40.81481481481482,0.5,59.18518518518518,1.0,81.17283950617285,18.0,36.32098765432099,237.30200000000002,28.370370370370367,393.50713383233034,21.14814814814815
random,397,2388,0.022552986197120317,45.74074074074074,0.8095238208770752,94.5925925925926,0.190476194024086,5.407407407407407,0.0,31.17283950617284,20.0,50.061728395061735,274.316,46.913580246913575,443.36996228813825,29.864197530864196
random,397,2280,0.02410558644412719,48.48148148148148,0.604651153087616,60.88888888888889,0.39534884691238403,39.111111111111114,0.0,31.17283950617284,20.0,50.061728395061735,266.34,43.407407407407405,1075.747008226521,90.33333333333333
random,397,246,0.011440923864012298,25.74074074074074,0.5588235259056091,51.580246913580254,0.44117647409439087,48.41975308641975,1.0,81.17283950617285,13.0,7.567901234567902,180.22199999999998,7.012345679012346,585.927786433129,52.58024691358024
random,397,883,0.03811221352804861,69.12345679012346,0.30188679695129395,6.271604938271605,0.698113203048706,93.72839506172839,1.0,81.17283950617285,18.0,36.32098765432099,246.34999999999994,33.85185185185185,357.5339693925809,15.148148148148149
random,397,1563,0.012187664359073147,27.543209876543212,0.625,64.80246913580247,0.375,35.19753086419753,0.0,31.17283950617284,20.0,50.061728395061735,269.388,44.95061728395061,555.101369837452,48.77777777777778
random,397,4430,0.006335838100729019,14.555555555555555,0.8305084705352783,96.11111111111111,0.16949152946472168,3.888888888888889,0.0,31.17283950617284,29.0,86.93827160493827,423.89700000000005,89.01234567901236,386.2982363067081,19.962962962962962
random,397,1717,0.010328109869331303,23.54320987654321,0.6097561120986938,62.07407407407407,0.39024388790130615,37.925925925925924,0.0,31.17283950617284,18.0,36.32098765432099,271.382,45.95061728395062,465.85161231627956,34.11111111111111
random,397,1710,0.030124105421525882,57.04938271604938,0.7659574747085571,88.85185185185185,0.23404255509376526,11.148148148148149,0.0,31.17283950617284,23.0,66.88888888888889,306.321,60.88888888888889,439.4470354797239,29.074074074074076
random,397,1956,0.040959503986537915,72.55555555555556,0.7027027010917664,77.93827160493827,0.29729729890823364,22.061728395061728,0.0,31.17283950617284,15.0,17.209876543209877,206.26000000000002,15.185185185185185,465.2122554242938,34.06172839506173
random,397,1873,0.011109267205960172,25.123456790123456,0.5,40.81481481481482,0.5,59.18518518518518,0.0,31.17283950617284,13.0,7.567901234567902,200.66499999999996,12.814814814814815,916.0963912555633,83.14814814814815
random,397,2967,0.021299426960125545,43.98765432098766,0.4901960492134094,38.79012345679012,0.5098039507865906,61.20987654320987,1.0,81.17283950617285,24.0,70.98765432098766,307.396,61.59259259259259,1090.174339348967,90.70370370370371
random,397,1685,0.005897944979451619,13.518518518518519,0.6470588445663452,68.44444444444444,0.3529411852359772,31.555555555555554,0.0,31.17283950617284,18.0,36.32098765432099,271.382,45.95061728395062,472.9157332693809,35.41975308641975
random,397,4779,0.0014626266891083484,3.3950617283950617,0.6567164063453674,70.08641975308642,0.34328359365463257,29.91358024691358,0.0,31.17283950617284,33.0,94.20987654320989,496.12400000000014,96.44444444444444,1402.8436494978384,97.39506172839506
random,397,4683,0.041983824084989574,73.88888888888889,0.4285714030265808,26.60493827160494,0.5714285969734192,73.39506172839506,1.0,81.17283950617285,24.0,70.98765432098766,441.3530000000003,90.95061728395062,532.6914454555304,45.04938271604939
random,397,2340,0.03725703784217704,67.96296296296296,0.4883720874786377,37.901234567901234,0.5116279125213623,62.098765432098766,0.0,31.17283950617284,16.0,22.703703703703702,210.28,17.209876543209877,376.9375017503496,18.209876543209877
random,397,682,0.008620594767387968,19.296296296296298,0.5405405759811401,48.81481481481482,0.45945945382118225,51.18518518518519,1.0,81.17283950617285,12.0,4.074074074074074,166.176,3.4074074074074074,956.5676781825563,84.92592592592592
random,397,2117,0.016333609314726716,34.80246913580247,0.7058823108673096,78.5679012345679,0.29411765933036804,21.432098765432098,0.0,31.17283950617284,13.0,7.567901234567902,177.20299999999995,5.6419753086419755,315.57823998085803,8.62962962962963
random,397,2611,0.03105336956933258,58.45679012345679,0.47058820724487305,34.04938271604938,0.529411792755127,65.95061728395062,1.0,81.17283950617285,20.0,50.061728395061735,268.331,44.54320987654321,669.4651272668746,63.02469135802469
random,397,376,0.0018485433294652687,4.407407407407407,1.0,99.04938271604938,0.0,0.9506172839506173,0.0,31.17283950617284,19.0,43.44444444444445,263.4249999999999,42.24691358024691,516.2206616882376,42.333333333333336
random,397,4639,0.032608008091178475,60.876543209876544,0.5526316165924072,50.33333333333333,0.44736841320991516,49.666666666666664,0.0,31.17283950617284,18.0,36.32098765432099,234.34199999999998,27.629629629629633,286.475292846064,5.049382716049382
random,397,4650,0.025755168455828925,50.92592592592593,0.674418568611145,73.12345679012346,0.3255814015865326,26.87654320987654,0.0,31.17283950617284,17.0,28.999999999999996,234.251,27.358024691358025,490.6701219163195,38.18518518518518
random,397,4570,0.012304277557118715,27.913580246913583,0.3333333134651184,11.160493827160494,0.6666666865348816,88.8395061728395,0.0,31.17283950617284,19.0,43.44444444444445,259.43699999999995,40.74074074074074,423.8170070143609,26.45679012345679
raw_gradient_lcmd,333,2577,0.023068967473518276,58.252309188138064,0.45652174949645996,37.311618862421,0.54347825050354,62.688381137579,0.0,29.423918327661642,23.0,66.94214876033058,320.30999999999995,66.164316966456,1388.8528938077002,99.69615945551774
raw_gradient_lcmd,333,1097,0.008609768852053445,25.04861448711716,0.3913043737411499,25.036460865337872,0.6086956262588501,74.96353913466213,1.0,79.42391832766165,18.0,36.193485658726296,241.29000000000002,30.529897909577052,1025.4487297390447,97.65435099659699
raw_gradient_lcmd,333,1911,0.028749180594319967,67.95089936801166,0.30434781312942505,9.10306271268838,0.695652186870575,90.89693728731162,0.0,29.423918327661642,17.0,28.889158969372875,246.22799999999998,33.47107438016529,869.579177894197,94.59163830821585
raw_gradient_lcmd,333,1029,0.014309020593460842,38.9280505590666,0.3863636255264282,24.282936315021878,0.6136363744735718,75.71706368497813,0.0,29.423918327661642,14.0,12.20223626640739,216.664,19.518716577540108,949.5255106750781,96.51191054934371
raw_gradient_lcmd,333,901,0.007754023858499326,22.666504618376276,0.3684210777282715,20.563928050559067,0.6315789222717285,79.43607194944093,1.0,79.42391832766165,13.0,7.523091881380652,176.215,5.189596499756927,918.7963989637459,95.78269324258629
raw_gradient_lcmd,333,3758,0.008509936735721535,24.781234807972776,0.6326530575752258,69.6524064171123,0.36734694242477417,30.3475935828877,0.0,29.423918327661642,22.0,61.95916383082158,319.40099999999995,65.94555177442878,907.2872357382563,95.46669907632474
raw_gradient_lcmd,333,3524,0.020414572443435808,53.17209528439475,0.3265306353569031,12.67622751579971,0.6734693646430969,87.32377248420029,1.0,79.42391832766165,19.0,43.2912007778318,258.31699999999995,39.632960622265436,773.2531585543153,90.48371414681576
raw_gradient_lcmd,333,4176,0.004500951958456012,15.058337384540593,0.5405405759811401,53.53670393777345,0.45945945382118225,46.46329606222655,0.0,29.423918327661642,18.0,36.193485658726296,261.70799999999997,41.49246475449684,882.4139693721443,94.81040350024307
raw_gradient_lcmd,333,4525,0.031118743965951712,71.81575109382597,0.3999999761581421,26.47058823529412,0.6000000238418579,73.52941176470588,1.0,79.42391832766165,13.0,7.523091881380652,178.231,6.149732620320856,744.202188950187,89.07389402041808
raw_gradient_lcmd,333,2684,0.021393394412746347,55.16528925619835,0.45454543828964233,36.99562469615946,0.5454545617103577,63.00437530384054,0.0,29.423918327661642,22.0,61.95916383082158,301.34200000000004,58.969372873116185,1278.0543637556684,99.30724355858047
raw_gradient_lcmd,333,900,0.008974629750976293,25.9965969859018,0.3684210777282715,20.563928050559067,0.6315789222717285,79.43607194944093,1.0,79.42391832766165,13.0,7.523091881380652,176.215,5.189596499756927,817.3935994411258,92.86582401555663
raw_gradient_lcmd,333,3419,0.007210159275644279,20.989304812834224,0.37735849618911743,22.31404958677686,0.6226415038108826,77.68595041322314,0.0,29.423918327661642,14.0,12.20223626640739,194.23,10.731648031113272,1170.4980463582297,98.84540593096743
raw_gradient_lcmd,333,187,0.02415921405420829,60.22119591638309,0.5,46.12299465240642,0.5,53.87700534759359,0.0,29.423918327661642,18.0,36.193485658726296,238.30499999999998,28.87700534759358,742.6071906370585,88.95235780262519
raw_gradient_lcmd,333,3500,0.013197503982716241,36.27856101118133,0.5,46.12299465240642,0.5,53.87700534759359,1.0,79.42391832766165,29.0,86.87408847836655,379.4590000000001,81.89110354885756,901.4360737232998,95.2722411278561
raw_gradient_lcmd,333,1098,0.007541883652720682,21.985901798736023,0.3913043737411499,25.036460865337872,0.6086956262588501,74.96353913466213,1.0,79.42391832766165,18.0,36.193485658726296,241.29000000000002,30.529897909577052,936.3309455149775,96.07438016528926
raw_gradient_lcmd,333,3065,0.013893285476675232,38.077297034516285,0.7058823108673096,81.46572678658241,0.29411765933036804,18.5342732134176,0.0,29.423918327661642,19.0,43.2912007778318,259.28,39.985415653864855,1193.531946052305,98.91832766164316
raw_gradient_lcmd,333,1010,0.015011858389970434,40.653864851725814,0.3469387888908386,16.346621293145358,0.6530612111091614,83.65337870685464,1.0,79.42391832766165,19.0,43.2912007778318,275.37300000000005,47.22897423432183,772.987023414145,90.45940690325716
raw_gradient_lcmd,333,964,0.023567026911876066,59.103062712688384,0.692307710647583,79.42391832766165,0.3076923191547394,20.576081672338358,0.0,29.423918327661642,21.0,56.29557608167234,285.362,51.251823043266896,1338.6805345105129,99.5017015070491
raw_gradient_lcmd,333,2292,0.012789612663178795,35.379192999513855,0.5471698045730591,54.43607194944094,0.4528301954269409,45.56392805055906,1.0,79.42391832766165,24.0,71.0379192999514,333.41200000000003,70.61254253767622,1213.703661409393,98.96694214876032
raw_gradient_lcmd,333,2168,0.012172852296935988,33.92075838599903,0.47058820724487305,39.9246475449684,0.529411792755127,60.07535245503159,1.0,79.42391832766165,14.0,12.20223626640739,210.66000000000003,17.282450170150703,723.5918683479493,87.61545940690326
raw_gradient_lcmd,333,3463,0.0069523082619753485,20.405930967428294,0.31147539615631104,10.269810403500243,0.688524603843689,89.73018959649976,1.0,79.42391832766165,20.0,49.939231891103546,278.304,48.74817695673311,997.6178511042135,97.31404958677686
raw_gradient_lcmd,333,717,0.0077550042924205975,22.690811861934858,0.6458333730697632,71.59698590179873,0.3541666567325592,28.40301409820126,1.0,79.42391832766165,21.0,56.29557608167234,304.386,60.33057851239669,738.3549345755425,88.61205639280506
raw_gradient_lcmd,333,1004,0.005089362213278159,16.541079241614,0.6176470518112183,67.13660670879922,0.38235294818878174,32.86339329120078,0.0,29.423918327661642,12.0,4.071463296062226,186.63799999999998,7.7661643169664565,686.8280819560866,85.50072921730676
raw_gradient_lcmd,333,3731,0.013371616444948664,36.6917841516772,0.3191489577293396,11.278561011181331,0.6808510422706604,88.72143898881866,1.0,79.42391832766165,17.0,28.889158969372875,244.216,32.06125425376762,832.5075944255522,93.27904715605251
