sample_index,central_prediction,full_gradient_norm,sketch_gradient_norm,truth,absolute_error,squared_error,arm,initialization_seed
1211,12.922773361206056,840.739823690531,868.7771946819677,7.35,5.572773456573486,31.055803998290003,A,525
1222,6.005561828613281,596.1719484508702,592.085847095328,6.852,0.8464384078979492,0.7164579783648151,A,525
1235,8.283039093017578,776.8344350170255,789.8341373620764,10.6,2.3169612884521484,5.36830961218584,A,525
1239,10.136360168457031,608.6355446770583,618.6357258170736,10.6,0.4636402130126953,0.2149622471224574,A,525
1293,5.820326328277588,373.5458223835602,370.4970974135985,7.5546,1.7342734336853027,3.00770434278661,A,525
1311,8.07002067565918,643.5408093644193,648.1254364007123,5.3,2.7700204849243164,7.673013486900345,A,525
1350,11.32645034790039,618.9604298790031,584.4177175176632,7.77,3.556450366973877,12.648339212748624,A,525
1356,17.49758529663086,1450.2733219374925,1514.8827413654858,11.1,6.397584915161133,40.92909274669728,A,525
1368,7.970083236694336,808.2765703735743,783.5405638454134,10.0,2.029916763305664,4.120562065949343,A,525
1383,6.949338436126709,958.7608355498388,939.4817515245164,6.738,0.2113385200500488,0.0446639700569448,A,525
1412,7.1196136474609375,1138.1387236434543,1112.7173795022095,6.3145,0.8051137924194336,0.6482082187440028,A,525
1421,6.476994514465332,320.67958652763434,325.79870823519593,11.4,4.923005104064941,24.235979254649465,A,525
1427,8.530540466308594,659.2731805718491,655.9109963289586,11.46,2.929459571838379,8.581733383035498,A,525
1431,26.15710830688477,2018.8590059876503,2130.5196704958767,9.2,16.95710849761963,287.5435286000438,A,525
1455,8.303895950317383,836.5114073391217,818.4964228851995,5.8,2.5038957595825195,6.269493974855322,A,525
1501,5.85054874420166,349.15689574842264,342.3006355841435,7.6,1.7494511604309082,3.0605793627330518,A,525
1505,10.313777923583984,799.6003616682395,779.4969215978,10.722,0.4082221984863281,0.166645363337011,A,525
1558,15.647748947143556,1312.8155339999437,1393.8005606801569,9.945,5.702749252319336,32.521349034828745,A,525
1560,12.815446853637695,773.086335177709,776.1679695746117,9.08,3.7354469299316406,13.95356376633572,A,525
1589,10.627572059631348,560.6832168280382,565.8942813331943,6.075,4.552572250366211,20.725914094804462,A,525
1603,19.11611557006836,1101.5751680472345,1126.605616509392,14.29,4.826115608215332,23.291391863859644,A,525
1648,10.41706657409668,583.3491892438275,551.2662083609183,9.8,0.6170663833618164,0.3807709214752321,A,525
1665,8.70469856262207,668.535407663438,681.4474790793347,6.9,1.804698467254639,3.256936557711242,A,525
1699,8.218685150146484,812.4064105257739,816.15422211798,12.775,4.556314468383789,20.76000153480345,A,525
1709,10.815093040466309,623.3491759735875,633.9919202490455,10.43,0.3850927352905273,0.1482964147735401,A,525
1713,11.469928741455078,731.2562309434761,731.2491112189473,11.97,0.5000715255737305,0.2500715306896381,A,525
1716,11.32019329071045,919.9719769162668,935.4988459389492,8.96,2.360193252563477,5.570512189446163,A,525
1772,7.569179534912109,608.8994333351492,586.6516489217887,7.044,0.525179386138916,0.2758133876252486,A,525
1792,14.700028419494627,1299.9710009183027,1301.9611102560586,6.6,8.10002851486206,65.61046194157848,A,525
1796,15.063098907470703,686.7106480173583,727.4076375098379,13.2,1.8630990982055664,3.4711382497343948,A,525
1808,5.572189331054688,617.4783325328547,607.6933870699881,6.3,0.7278108596801758,0.5297086474683965,A,525
1934,24.642051696777344,1646.864767747119,1629.2151507401966,24.73,0.0879478454589843,0.0077348235208773,A,525
1966,23.528902053833008,1234.3568242508047,1320.5873226019155,16.2,7.328901290893555,53.71279413166121,A,525
1989,8.349676132202148,729.8503227746818,739.0534420310632,14.4,6.050323486328125,36.60641428921372,A,525
1995,26.52105712890625,1975.1144634823945,2028.1798280967964,15.396,11.125057220458984,123.76689815848658,A,525
2010,7.953823566436768,677.6636257583582,660.1935352699516,7.3,0.6538233757019043,0.4274850066142335,A,525
2025,7.656642436981201,601.8223362328066,604.5195720070487,5.55,2.106642246246338,4.437941553669816,A,525
2065,12.262256622314451,765.3955413957628,778.8639824536422,13.44,1.1777429580688477,1.3870784752807594,A,525
2068,7.781500816345215,532.1380894712022,505.7802724011885,8.9,1.1184988021850586,1.2510395704894108,A,525
2087,6.629334449768066,362.30490440415247,365.03347128711545,11.968,5.338665962219238,28.501354256158265,A,525
2099,9.855714797973633,580.2321896038941,538.8032499896948,9.0,0.8557147979736328,0.7322478154710552,A,525
2139,17.13570213317871,1112.9738404432744,1092.0378215398052,13.188,3.947702407836914,15.584354300841367,A,525
2156,6.638397693634033,261.85830736290893,255.1825287708178,17.7,11.06160306930542,122.35906246286709,A,525
2176,13.118925094604492,1108.7599969413995,1127.5099790911554,13.3,0.1810750961303711,0.0327881904386231,A,525
2192,13.38668155670166,1136.4873209368582,1115.402007835932,7.85,5.536681652069092,30.654843716358528,A,525
2227,5.115028381347656,457.2940488701714,458.78311288869696,17.8,12.68497085571289,160.90848561028542,A,525
2235,18.747882843017575,1772.6648618212814,1807.139576992284,9.54,9.20788288116455,84.78510715324319,A,525
2264,14.34524917602539,1096.9122012637797,1153.7806383096706,6.75,7.595249176025391,57.687810045914375,A,525
2275,15.983226776123049,942.4501141926164,946.3855309928674,9.4,6.583227157592773,43.33887980846703,A,525
2286,9.853789329528809,680.107403972376,674.6409087643343,16.307,6.45320987701416,41.64391771679311,A,525
2317,7.336370468139648,933.4872384211404,902.5019085205964,8.35,1.013629913330078,1.0274456011975417,A,525
2326,10.65773868560791,764.0767347044355,829.8723533810447,8.9355,1.722238540649414,2.9661055908982235,A,525
2336,22.30869483947754,1347.8418544239184,1340.8026667082522,13.44,8.868695259094238,78.65375559868062,A,525
2339,14.59272575378418,963.3960941032728,1003.591296171864,13.688,0.9047260284423828,0.8185291865411273,A,525
2346,7.397478103637695,578.4880337651816,585.8315338777812,13.52,6.122522354125977,37.48527997677229,A,525
2373,14.973661422729492,963.6960876469868,931.1767825577998,21.8,6.826337814331055,46.59888795536608,A,525
2382,16.077892303466797,1330.1082826811078,1302.190582646407,17.08,1.0021076202392578,1.0042196825415886,A,525
2428,4.376712799072266,2006.2161307218648,1972.9303581238737,17.34,12.963287353515623,168.04681900981814,A,525
2431,32.13541793823242,1419.0667911288776,1484.7031021848568,32.025,0.1104164123535156,0.0121917841170215,A,525
2441,11.25673484802246,575.9981052139752,583.3452352054741,7.36,3.8967347145080566,15.184541435252186,A,525
2471,10.815824508666992,1074.257022994867,1065.5384440969865,17.84,7.024175643920898,49.33904347665157,A,525
2516,15.457578659057615,1203.4255559262328,1175.0387834641167,7.44,8.017578601837158,64.28156663663708,A,525
2535,9.366128921508787,437.184178205512,457.1709917922192,29.71,20.343870162963867,413.8730532075315,A,525
2616,8.392544746398926,580.7678097125989,556.0271775114624,8.65,0.2574548721313476,0.0662830111841685,A,525
2646,8.761979103088379,707.0244856567507,662.629248380491,20.88,12.118020057678224,146.84641011829171,A,525
2651,9.290027618408203,794.3166888482477,799.4801099180294,28.5,19.2099723815918,369.0230389015196,A,525
2660,9.667047500610352,859.3083737222087,920.6963855245832,10.577,0.9099521636962892,0.828012940215558,A,525
2663,11.688848495483398,1329.048456695701,1367.810440662087,14.88,3.1911516189575195,10.183448655175198,A,525
2669,13.128076553344728,1188.5293361760914,1147.6678450024676,9.7685,3.3595762252807617,11.286752413471731,A,525
2671,18.47997283935547,1280.749121314412,1329.42161559566,19.6,1.1200275421142578,1.2544616950945056,A,525
2683,12.392428398132324,633.1028594916285,645.3567246698533,15.8352,3.4427719116210938,11.85267843544716,A,525
2696,13.724573135375977,831.227380448931,856.3972651502626,15.872,2.1474266052246094,4.61144102482649,A,525
2711,16.15291976928711,907.727203935844,857.2496227718619,10.0,6.152919769287109,37.858421687284135,A,525
2712,14.881004333496094,807.0595190735306,838.6451103220322,11.06,3.8210039138793945,14.600070909881651,A,525
2732,14.370925903320312,785.4461790202533,810.4798970219741,10.463,3.907925605773926,15.271882540263505,A,525
2748,6.260495185852051,612.0856378327061,623.1117360628208,5.5,0.7604951858520508,0.5783529277041453,A,525
2782,8.265983581542969,631.9429460048392,637.8807386654015,8.25,0.0159835815429687,0.0002554748789407,A,525
2799,15.14065933227539,906.7850441462808,923.045589047351,14.32,0.8206596374511719,0.6734822405414889,A,525
2837,9.947671890258787,1396.0462461161649,1369.7024028660614,10.75,0.8023281097412109,0.6437303956809046,A,525
2841,13.10862922668457,1238.54807641937,1265.0422963267415,10.75,2.3586292266845703,5.563131828970654,A,525
2870,10.756489753723145,629.9932710874649,616.5742598663804,13.336,2.5795106887817383,6.653875393539238,A,525
2879,15.321070671081545,565.5432568771266,536.3424756974857,13.3,2.02107048034668,4.084725886528759,A,525
2881,20.758129119873047,1449.2451543288646,1418.872711100058,18.69,2.0681285858154297,4.277155847466929,A,525
2892,24.989442825317383,1165.7930803253166,1134.550596834826,20.89,4.099443435668945,16.805436482249206,A,525
2915,15.37907600402832,1274.3487106910015,1336.0524559820362,11.1,4.279075622558594,18.310488183575217,A,525
2931,8.328278541564941,751.4936500284058,782.7691599796668,10.11,1.781721115112305,3.1745301320370345,A,525
2932,8.844185829162598,859.566106441889,883.7818890850345,13.464,4.619813919067383,21.34268064680873,A,525
2935,11.142094612121582,1021.788562191502,994.8700457065175,9.85,1.2920942306518557,1.6695075008838105,A,525
2956,4.879961013793945,628.0932449186067,640.0469387871364,18.2344,13.35443878173828,178.34103517519543,A,525
2971,18.692310333251957,1018.5480728841912,1030.7716550742662,15.72,2.9723100662231445,8.834627129771434,A,525
2986,8.039152145385742,559.644235422289,578.2188559259631,10.6,2.5608482360839844,6.557943688254454,A,525
2988,9.34743309020996,697.5340167760869,707.7733083228709,27.6,18.25256729125977,333.15621272196586,A,525
2993,13.303733825683594,1072.1775989353978,1064.7675492669312,9.75,3.5537338256835938,12.629024103807753,A,525
3003,10.423785209655762,871.2673014919305,915.6896594071778,23.5,13.076214790344238,170.9873932432174,A,525
3038,14.452242851257324,935.2730548859972,917.0837525976624,24.2,9.747757911682127,95.01878430476154,A,525
3047,15.088525772094728,1099.7623080009953,1134.4328440070708,8.516,6.572525978088379,43.1980977326466,A,525
3050,19.772817611694336,1062.2050939095725,1094.4839749806918,23.76,3.9871826171875,15.897625222802162,A,525
3058,12.954315185546877,1049.5700652782302,1078.7362143224414,10.956,1.9983148574829104,3.993262269636944,A,525
3059,15.625112533569336,1214.9737390958082,1240.2659943221445,14.778,0.8471126556396484,0.7175998513448576,A,525
3063,8.388336181640625,656.5937468278327,660.6075636487686,18.6,10.211664199829102,104.27808573007133,A,525
3089,16.083810806274414,1046.12833510426,1063.0664676676752,15.078,1.0058107376098633,1.0116552398912972,A,525
3097,7.783936023712158,773.3574647627022,790.9781994911591,13.05,5.266064167022705,27.731431811200537,A,525
3110,15.435050010681152,886.6100918306647,895.7476600724863,26.8,11.364949226379396,129.1620709181816,A,525
3111,17.208393096923828,641.7937775917488,658.9067242974905,17.4,0.1916065216064453,0.0367130591221211,A,525
3118,19.974773406982425,1706.5804543090596,1726.6290808830956,17.274,2.700773239135742,7.294176089231769,A,525
3182,20.779136657714844,1644.2894317814355,1739.4046478001846,29.0,8.220863342285156,67.58259409252787,A,525
3190,9.975783348083496,814.8760554505499,807.1280297462248,18.8,8.82421588897705,77.86678605527504,A,525
3204,5.916099548339844,557.4093046462436,555.8907994641023,16.35,10.433900833129885,108.86628659558846,A,525
3219,13.31468105316162,1238.2448041977177,1242.134461925249,14.1,0.7853193283081055,0.6167264474142939,A,525
3221,14.813958168029783,737.247893679196,728.2253974839733,14.1,0.7139577865600586,0.5097357209897382,A,525
3228,22.853174209594727,900.3410721593257,928.9488226656764,22.64,0.213174819946289,0.0454435038591327,A,525
3276,14.92424774169922,1203.4770403705018,1266.264845672651,14.55,0.3742475509643554,0.1400612294028178,A,525
3282,30.050466537475582,1352.439034437453,1429.2272900176056,20.44,9.610466003417969,92.36105680285254,A,525
3284,18.117589950561523,751.0211607662206,768.535686225627,23.392,5.274410247802734,27.819403462126505,A,525
3293,13.688287734985352,703.2159778923458,732.9716502674057,23.52,9.83171272277832,96.66257506324108,A,525
3336,18.958425521850582,1498.6871867570724,1544.7886157730245,15.0,3.958425521850586,15.669132612038084,A,525
3378,11.570549011230469,759.1690213134061,789.5267983082292,15.45,3.879450798034668,15.050138494371822,A,525
3380,29.49100685119629,1104.4512251409951,1105.5383798964428,46.5,17.00899314880371,289.3058479360516,A,525
3382,21.192249298095703,1392.7275309775862,1427.8856316242006,15.5,5.692249298095703,32.401702071671025,A,525
3440,23.27010726928711,2092.878643799669,2200.0815519767107,18.45,4.820106506347656,23.23342673253501,A,525
3485,14.170464515686035,646.0819940343603,640.8022696845558,26.992,12.82153606414795,164.39178704424648,A,525
3491,12.262530326843262,1060.8806224326747,1057.940140117035,18.2,5.937470436096191,35.2535551795163,A,525
3555,6.586989402770996,543.6056340606381,547.9377261539837,18.75,12.163010597229004,147.93882678830505,A,525
3578,35.090782165527344,2046.7138468222568,2123.6617743552447,20.04,15.05078125,226.5260162353516,A,525
3601,33.19160079956055,1113.4963483233814,1096.495797227347,16.95,16.241600036621094,263.7895717495703,A,525
3635,12.958685874938965,814.1692589120339,855.2877004675075,3.973,8.9856858253479,80.74254975185818,A,525
3656,30.11536026000977,1772.4911602481918,1807.670388412111,45.18,15.064640045166016,226.94337969041956,A,525
3694,18.28807830810547,1016.2609531775792,1032.753718411286,43.3,25.01192092895508,625.5961885563011,A,525
3719,6.2755303382873535,462.1360338429867,478.36015888607176,14.0,7.7244696617126465,59.66743155471909,A,525
3726,32.07890701293945,1100.0151807086424,1102.422362364107,22.95,9.12890625,83.33692932128906,A,525
3746,20.96834373474121,1959.1536001317584,1965.127890705677,38.88,17.911657333374023,320.82746842821143,A,525
3751,31.481416702270508,1673.3791332372643,1702.5417186313116,22.8845,8.596916198730469,73.90696812799433,A,525
3753,17.459447860717773,1160.8476862159262,1180.1987859424728,53.14,35.680551528930664,1273.1017574086763,A,525
3762,9.272216796875,781.7159827694667,802.892563263649,5.0,4.272216796875,18.251836359500885,A,525
3763,5.834301948547363,691.6307665035919,683.1877314985101,5.3,0.5343017578125,0.2854783684015274,A,525
3790,8.916707992553711,663.3199391021421,679.3338861766485,5.3,3.616707801818848,13.08057532373732,A,525
3807,5.987813949584961,637.7258171399221,646.8744949946373,4.48,1.5078139305114746,2.273502849044462,A,525
3813,7.327131748199463,454.7649132453726,431.22406507437984,5.9,1.4271316528320312,2.0367047545150854,A,525
3854,5.85997486114502,835.7520783862693,802.9483668847234,4.8,1.0599746704101562,1.1235463019111194,A,525
3870,10.942621231079102,533.2112517561948,544.4116989045476,15.0,4.057378768920898,16.462322474490065,A,525
3872,12.395198822021484,810.5457650213186,847.2636218765697,5.868,6.527198791503906,42.60432406381005,A,525
3908,13.168723106384276,606.758632222428,626.336285282895,25.6,12.43127727508545,154.5366546900559,A,525
3914,11.405011177062988,969.8690386215312,1002.6420538236248,41.84,30.434988975524902,926.2885539403223,A,525
3928,21.737720489501957,974.6654692388896,990.54147794672,18.7,3.0377197265625,9.22774113714695,A,525
3990,9.3567533493042,627.5017056191977,638.4743923543772,6.1,3.256753444671631,10.606442999380532,A,525
4000,5.188416481018066,552.1593213645388,546.6728915667146,4.928,0.2604165077209472,0.0678167574935741,A,525
4010,5.8606157302856445,543.6306996115461,530.1741984113906,6.2,0.3393840789794922,0.1151815530647581,A,525
4037,4.494776248931885,741.168836292979,760.0211746191887,6.337,1.842223644256592,3.3937879554580377,A,525
4041,4.9634528160095215,399.71667007459234,392.73096413273765,4.76,0.2034525871276855,0.0413929552089484,A,525
4069,6.131477355957031,540.5559380222662,527.3381454657481,6.5,0.3685226440429687,0.1358089391724206,A,525
4108,12.928241729736328,980.670268742774,1019.8757003828208,7.8,5.128241539001465,26.298861282340116,A,525
4131,6.175837516784668,697.7857941952467,683.1348096269971,7.7,1.5241622924804688,2.323070693819318,A,525
4142,2.879236221313477,677.879132949183,711.4945517822152,13.611,10.73176383972168,115.1707551115578,A,525
4211,8.297370910644531,597.3162398250007,597.040660474807,7.1,1.197371006011963,1.4336973260381,A,525
4310,7.787595748901367,468.8083013405365,475.25983198302106,8.916,1.1284046173095703,1.2732969803655578,A,525
4325,11.042909622192385,893.5670469898045,862.7903139526,7.63,3.412909507751465,11.647951308100346,A,525
4333,15.862265586853027,1252.2012546894307,1327.799371337739,7.66,8.202265739440918,67.27716326040627,A,525
4340,11.520708084106444,670.4609035392693,684.8441495080212,13.7,2.1792917251586914,4.749312423345145,A,525
4359,7.838233470916748,679.3372705938757,673.0678980816307,7.8,0.0382332801818847,0.0014617837134665,A,525
4370,22.378231048583984,1219.5854258810798,1263.4108199617656,10.01,12.368230819702148,152.97313360943008,A,525
4375,15.63736343383789,1056.179287594296,1059.0549301431745,7.87,7.767363548278809,60.33193649113037,A,525
4389,10.589816093444824,675.5467098718925,678.0173628547147,7.912,2.6778159141540527,7.170698070096705,A,525
4411,43.3455924987793,2405.280470869356,2499.565283158725,57.075,13.729408264160156,188.4966512839892,A,525
4467,3.663731098175049,468.8957909810535,467.79614021665446,6.008,2.344268798828125,5.49559620115906,A,525
4483,6.7555341720581055,422.7332810239333,407.1722348080284,8.2,1.4444656372070312,2.086480977071915,A,525
4497,6.059660911560059,682.999659309185,700.3686610974405,17.254,11.19433879852295,125.31322113611624,A,525
4533,10.239465713500977,730.3878077096873,719.5781179917088,7.082,3.157465934753418,9.969591129128275,A,525
4546,20.68084144592285,2301.444782311646,2450.55548001755,16.3,4.380842208862305,19.19177845894956,A,525
4618,11.224123001098633,766.4714174011298,777.9659653536644,8.7,2.524123191833496,6.371197887551716,A,525
4620,5.44168758392334,308.8736785518917,295.23184191321064,8.7,3.258312225341797,10.616598557811812,A,525
4633,11.300043106079102,734.2434550191934,738.6606514253771,6.097,5.203042984008789,27.071656293443084,A,525
4634,13.66973114013672,1065.4968798315806,1078.30498337682,9.44,4.229731559753418,17.890629067574082,A,525
4653,27.502933502197266,1640.7525532068148,1733.1609356739373,8.72,18.782933235168457,352.7985809167958,A,525
4684,11.082730293273926,800.1118401505935,816.6977883936539,7.12,3.962730407714844,15.703232284227852,A,525
4694,6.274435997009277,566.4310739135266,567.5678964539183,9.8,3.525564193725586,12.42960288407994,A,525
4697,9.06697940826416,604.2696607696389,587.6429284548394,8.9,0.1669797897338867,0.027882250179573,A,525
4712,7.535031318664551,578.0047939717659,580.2385193927288,6.3,1.2350311279296875,1.525301886955276,A,525
4721,9.047381401062012,539.182320253238,553.3042982458343,8.2,0.847381591796875,0.7180555621162057,A,525
4726,7.115909576416016,572.4701023556286,594.8041139920136,4.5,2.615909576416016,6.842982911985018,A,525
4753,8.390390396118164,727.0289664895101,718.6631669862751,8.22,0.1703901290893554,0.0290327960910872,A,525
4778,8.784608840942383,641.4686683235675,635.9529209300423,7.44,1.3446087837219238,1.8079727812621516,A,525
4799,15.708078384399414,869.0463323605057,880.5762171192309,6.062,9.64607858657837,93.04683209844576,A,525
4802,17.075620651245117,1697.9093676832688,1756.9754643217834,4.675,12.400620460510254,153.77538780562554,A,525
4859,11.674827575683594,713.0798402543949,724.9154161949501,9.502,2.17282772064209,4.7211803035907,A,525
4864,9.299845695495604,469.8493541221941,432.0704283740167,7.656,1.643845558166504,2.7022282191037448,A,525
4885,22.697418212890625,1008.0861827600514,1055.619109556328,10.14,12.557417869567873,157.6887435509425,A,525
4899,7.276200294494629,404.8085928986407,402.4837716398191,12.8,5.523799896240234,30.512365293703624,A,525
4906,11.432676315307615,940.6754693637952,929.623215726234,9.7,1.7326765060424805,3.002167874591578,A,525
4920,22.412044525146484,880.2776765216493,907.9893880724006,22.28,0.1320438385009765,0.0174355752860719,A,525
4925,14.559366226196287,1468.9637729212443,1536.2359663561317,9.8,4.759366035461426,22.65156505950381,A,525
4931,10.710214614868164,587.6202046119646,590.5296610962649,6.86,3.85021448135376,14.8241515524262,A,525
4935,6.909116744995117,700.0236371011657,677.8012372018219,7.9,0.9908833503723145,0.9818498140450628,A,525
4936,8.974963188171387,807.6380062169516,793.3913146119035,8.3,0.6749629974365234,0.4555750479084963,A,525
4949,15.02408218383789,878.0491946867886,891.9655571488596,8.26,6.764081954956055,45.75280469336212,A,525
96,7.525623321533203,694.1716849264556,691.0218660495792,7.39,0.1356234550476074,0.0183937215590503,D,525
101,4.8625311851501465,292.4646412849274,289.67099680998126,13.509,8.64646863937378,74.76141993167425,D,525
110,9.676350593566896,635.1469060877083,641.4962933615777,3.55,6.12635064125061,37.532172179551765,D,525
134,7.800490856170654,609.5331473565572,605.1559160505572,3.8,4.00049090385437,16.003927471821555,D,525
145,8.08768367767334,712.8045754571656,710.0835452048952,11.62,3.532316207885742,12.47725779249231,D,525
148,7.933938980102539,352.5483555367084,352.15509307095766,8.87,0.936060905456543,0.8762100187241231,D,525
158,25.95053482055664,921.0372203494572,976.5990117886384,8.25,17.70053482055664,313.3089329337381,D,525
197,8.282983779907227,765.55038146824,769.6236303820024,11.33,3.047016143798828,9.28430738057068,D,525
205,11.908157348632812,888.4906469473053,861.7917151479546,11.8,0.1081571578979492,0.0116979708045619,D,525
230,12.588566780090332,1031.5051422603478,1041.9626948692164,9.35,3.238566398620605,10.488312318274438,D,525
239,6.7452311515808105,596.8266288603184,595.3124668963669,4.75,1.9952311515808103,3.980947348238488,D,525
304,8.99775218963623,494.747964069177,479.48593503726966,10.5,1.5022478103637695,2.25674848374274,D,525
313,14.889007568359377,898.6127794594045,860.8909904434144,9.4,5.489007949829102,30.12920827328708,D,525
319,5.048503398895264,465.89844632540144,468.6264609880117,11.95,6.901496410369873,47.63065270234824,D,525
322,14.556096076965332,753.053744308112,722.6133643255783,5.84,8.716095924377441,75.97032816294904,D,525
323,14.937698364257812,839.83608050218,809.7914347012415,8.56,6.377697944641113,40.67503107307948,D,525
324,13.486273765563965,571.4606728388073,567.5825624021246,9.76,3.726273536682129,13.88511447017754,D,525
344,20.51910400390625,1544.8994200759005,1529.1813750902545,5.529,14.99010419845581,224.7032238805625,D,525
425,10.687366485595703,510.52423634211993,505.69681704608143,12.2,1.5126333236694336,2.288059571875237,D,525
427,13.335287094116213,650.0514614429452,643.4561566332668,12.2,1.1352872848510742,1.288877219144524,D,525
428,17.317516326904297,1277.959264437669,1248.4612363835183,9.5,7.817516326904297,61.11356152141525,D,525
